id,longitude,latitude,precision,funding,donor,status,type_of_assistance,amp_sector
1653,34.700342,-15.450508,3,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1654,34.801923,-16.041986,2,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1655,34.166667,-11.4,1,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1656,34.066667,-11.366667,2,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1657,34.516667,-14.4,1,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1658,33.683333,-13.666667,1,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1659,35.58443,-16.08151,1,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1660,33.35706,-9.7064,1,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1661,33.40428,-11.6443,1,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1662,35.17209,-14.87752,1,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1663,35.066667,-15.016667,1,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1664,34.166667,-11.833333,1,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1665,35.215762,-15.752677,3,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1666,35.150601,-16.105828,3,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1667,35.318606,-16.002688,1,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1668,33.366667,-11.9,1,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1669,34.533333,-13.616667,1,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1670,33.55,-11.9,1,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1671,34.683333,-14.533333,1,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1672,34.12628,-14.17785,1,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1673,34.083333,-14.383333,1,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1674,33.916667,-11.75,1,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1675,34.6,-13.75,1,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1676,33.607776,-11.854277,3,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1677,33.6,-13.7,1,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1678,34.75,-14.75,3,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1679,34.053218,-11.65304,3,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1680,34.633333,-14.816667,1,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1681,35.147143,-16.070289,2,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1682,33.425412,-9.927265,3,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1683,33.516667,-9.666667,1,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1684,34.61667,-13.71667,1,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1685,35.05,-14.9,1,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1686,33.733333,-13.233333,1,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1687,34.883333,-14.85,2,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1688,34.433333,-13.783333,1,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1689,33.916667,-11.55,1,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1690,35.533333,-14.883333,1,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1691,34.483333,-13.8,1,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1692,33.816667,-14.216667,1,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1693,34.35,-13.933333,1,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1694,35.030136,-15.529885,2,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1695,33.65,-11.733333,1,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1696,35.05,-16.266667,1,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1697,33.54761,-13.30845,1,351434.78,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1698,35.266667,-14.466667,1,351434.78,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1699,35.346577,-14.392955,3,351434.78,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1700,34.20842,-11.54958,1,351434.78,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1701,33.98372,-12.2347,1,351434.78,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1702,34.16226,-12.61222,1,351434.78,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1703,34.916667,-14.083333,1,351434.78,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1704,33.757,-13.97767,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1705,33.75774,-13.99168,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1706,33.80359,-13.93882,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1707,33.80084,-13.9387,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1708,33.79789,-13.92749,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1709,33.79605,-13.9461,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1710,33.79122,-13.94731,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1711,33.7885,-13.95024,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1712,33.75986,-13.9984,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1713,33.77049,-13.98287,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1714,33.7921,-13.96905,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1715,33.78855,-13.96468,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1716,33.79092,-13.96249,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1717,33.79528,-13.95321,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1718,33.79706,-13.96396,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1719,33.80635,-13.95999,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1720,33.77566,-13.9793,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1721,35.05815,-15.81123,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1722,34.733333,-15.716667,1,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1723,33.75,-11.383333,1,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1724,35.00871,-15.78742,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1725,34.02316,-11.46013,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1726,34.01824,-11.4578,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1727,35.573667,-14.945831,3,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1728,34.02070999,-11.46555674,2,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1729,34.00955,-11.45916,2,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1730,34.0326,-11.43727,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1731,34.02401,-11.44911,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1732,35.044,-14.22453,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1733,34.86335,-14.9925,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1734,33.7763,-9.58971,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1735,34.99993,-15.78508,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1736,35.02076,-15.80034,2,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1737,35.0064,-15.78613,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1738,35.013868,-15.786823,1,10787458.05,Japan International Cooperation Agency (JICA),Planned,Grant,"Roads, Public Works and Transport"
1739,35.00416,-15.78644,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1740,35.00422,-15.78714,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1741,35.02628,-15.76125,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1742,35.059102,-15.048394,3,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1743,35.013868,-15.786823,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1744,34.75,-16.1666667,3,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1745,35.155664,-16.546748,2,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1746,34.18559,-14.262731,3,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1747,33.881507,-10.111532,3,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1748,33.7833333,-13.9833333,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1749,33.68407,-14.019624,3,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1750,35.216667,-15.066667,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1751,35.346577,-14.392955,3,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1752,33.607776,-11.854277,3,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1753,34.02070999,-11.46555674,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1754,34.928887,-16.246739,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1755,34.75,-14.75,3,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1756,35.1666667,-16.75,3,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1757,33.805243,-10.802922,3,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1758,34.433333,-13.783333,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1759,34.02071,-11.46137,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1760,33.8,-14.183333,1,30000000.00,World Bank,Closed,Loan,"Roads, Public Works and Transport"
1761,34.02202,-11.46499,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1762,35.07591,-15.81703,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1763,35.07084,-15.81188,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1764,35.05584,-15.81105,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1765,35.05939,-15.81655,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1766,35.2666667,-14.4666667,1,22419089.56,African Development Bank (AfDB),Ongoing,Loan,"Roads, Public Works and Transport"
1767,33.7833333,-13.9833333,1,22419089.56,African Development Bank (AfDB),Ongoing,Loan,"Roads, Public Works and Transport"
1768,33.68407,-14.019624,3,22419089.56,African Development Bank (AfDB),Ongoing,Loan,"Roads, Public Works and Transport"
1769,33.781,-13.789378,2,30000000.00,World Bank,Closed,Loan,"Roads, Public Works and Transport"
1770,35.013868,-15.786823,1,7963379.65,Japan International Cooperation Agency (JICA),Closed,Grant,"Roads, Public Works and Transport"
1771,34.082977,-12.804172,3,30000000.00,World Bank,Closed,Loan,"Roads, Public Works and Transport"
1772,34.3,-12.916667,1,30000000.00,World Bank,Closed,Loan,"Roads, Public Works and Transport"
1773,35.060176,-15.809008,1,30000000.00,World Bank,Closed,Loan,"Roads, Public Works and Transport"
1774,32.9,-13.8,1,30000000.00,World Bank,Closed,Loan,"Roads, Public Works and Transport"
1775,34.053218,-11.65304,3,30000000.00,World Bank,Closed,Loan,"Roads, Public Works and Transport"
1776,33.607776,-11.854277,3,30000000.00,World Bank,Closed,Loan,"Roads, Public Works and Transport"
1777,35.05819,-15.80788,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1778,35.06295,-15.80437,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1779,35.05338,-15.80115,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1780,35.02821,-15.79784,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1781,35.00025,-15.78769,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1782,35.0011,-15.78568,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1783,35.00319,-15.78503,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1784,33.916667,-11.066667,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1785,34.801923,-16.041986,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1786,34.183333,-10.7,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1787,35.266667,-14.466667,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1788,33.933333,-9.933333,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1789,34.401842,-13.719594,3,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1790,35.013868,-15.786823,1,30000000.00,World Bank,Closed,Loan,"Roads, Public Works and Transport"
1791,35.01163,-15.80316,1,30000000.00,World Bank,Closed,Loan,"Roads, Public Works and Transport"
1792,35.06671,-15.81003,1,30000000.00,World Bank,Closed,Loan,"Roads, Public Works and Transport"
1793,35.03128,-15.77425,1,30000000.00,World Bank,Closed,Loan,"Roads, Public Works and Transport"
1794,35.02757,-15.80706,1,30000000.00,World Bank,Closed,Loan,"Roads, Public Works and Transport"
1795,33.77045,-13.97817,1,30000000.00,World Bank,Closed,Loan,"Roads, Public Works and Transport"
1796,33.78842,-13.98627,1,30000000.00,World Bank,Closed,Loan,"Roads, Public Works and Transport"
1797,34.433333,-13.78333319,1,30000000.00,World Bank,Closed,Loan,"Roads, Public Works and Transport"
1798,34.29794,-11.60667,1,30000000.00,World Bank,Closed,Loan,"Roads, Public Works and Transport"
1799,34.02070999,-11.46555674,1,30000000.00,World Bank,Closed,Loan,"Roads, Public Works and Transport"
1800,33.0799839,-13.762298,3,30000000.00,World Bank,Closed,Loan,"Roads, Public Works and Transport"
1801,33.7833333,-13.9833333,1,30000000.00,World Bank,Closed,Loan,"Roads, Public Works and Transport"
1802,33.80296,-11.84257,1,30000000.00,World Bank,Closed,Loan,"Roads, Public Works and Transport"
1803,35.185055,-15.697583,1,30000000.00,World Bank,Closed,Loan,"Roads, Public Works and Transport"
1804,34.516816,-15.633374,3,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1805,35.26448,-14.47815,1,30000000.00,World Bank,Closed,Loan,"Roads, Public Works and Transport"
1806,35.2166667,-15.0666667,2,30000000.00,World Bank,Closed,Loan,"Roads, Public Works and Transport"
1807,34.43534,-13.78703,1,30000000.00,World Bank,Closed,Loan,"Roads, Public Works and Transport"
1808,33.823778,-13.600977,3,30000000.00,World Bank,Closed,Loan,"Roads, Public Works and Transport"
1809,35.516667,-14.966667,1,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1810,35.533333,-14.866667,1,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1811,33.933333,-9.933333,1,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1812,35.182766,-15.400026,1,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1813,35.16005,-16.26744,1,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1814,35.354309,-15.38173,1,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1815,35.12483,-16.58194,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1816,34.95,-14.983333,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1817,35.573667,-14.945831,3,30000000.00,World Bank,Closed,Loan,"Roads, Public Works and Transport"
1818,35.418291,-15.430074,3,4000000.00,Arab Bank for Economic Development in Africa (BADEA),Ongoing,Loan,"Roads, Public Works and Transport"
1819,35.6666667,-15.6666667,3,4000000.00,Arab Bank for Economic Development in Africa (BADEA),Ongoing,Loan,"Roads, Public Works and Transport"
1820,35.499904,-15.934395,3,4000000.00,Arab Bank for Economic Development in Africa (BADEA),Ongoing,Loan,"Roads, Public Works and Transport"
1821,35,-15.5,4,4000000.00,Arab Bank for Economic Development in Africa (BADEA),Ongoing,Loan,"Roads, Public Works and Transport"
1822,35.318801,-15.385957,1,4000000.00,Arab Bank for Economic Development in Africa (BADEA),Ongoing,Loan,"Roads, Public Works and Transport"
1823,35.650673,-15.806351,1,4000000.00,Arab Bank for Economic Development in Africa (BADEA),Ongoing,Loan,"Roads, Public Works and Transport"
1824,35.46811,-15.496656,1,4000000.00,Arab Bank for Economic Development in Africa (BADEA),Ongoing,Loan,"Roads, Public Works and Transport"
1825,33.6,-12.6,1,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1826,33.55,-12.45,1,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1827,34.79559,-16.03829,1,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1828,33.881507,-10.111532,3,70000000.00,People's Republic of China,Ongoing,Grant,"Roads, Public Works and Transport"
1829,34.516667,-14.4,1,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1830,35.133333,-15.916667,1,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1831,35.00494,-15.78853,1,48270518.15,European Union (EU),Ongoing,Grant,"Roads, Public Works and Transport"
1832,35.34104,-14.65061,1,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1833,35.516667,-14.966667,1,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1834,35.85,-14.716667,1,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1835,33.59001,-11.54394,1,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1836,33.59001,-11.54394,1,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1837,34.21033,-10.45318,2,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1838,35.6666667,-15.6666667,3,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1839,35.059102,-15.048394,3,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1840,33.35,-11.433333,1,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1841,34.21033,-10.45318,1,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1842,35.666667,-15.666667,3,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1843,35.059102,-15.048394,3,20554984.59,European Union (EU),Planned,Grant,"Roads, Public Works and Transport"
1844,34.60688,-15.928834,2,600000.00,US Agency for International Development,Closed,Grant,"Tourism, Wildlife and Culture"
1845,33.7833333,-13.9833333,1,63000000.00,People's Republic of China,Ongoing,Loan,"Tourism, Wildlife and Culture"
1846,34,-11,4,979201.76,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Tourism, Wildlife and Culture"
1847,34.333333,-14.366667,1,,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Tourism, Wildlife and Culture"
1848,34,-13.5,4,979201.76,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Tourism, Wildlife and Culture"
1849,35,-15.5,4,979201.76,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Tourism, Wildlife and Culture"
1850,33.783333,-13.983333,1,1096705.97,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Tourism, Wildlife and Culture"
1851,34,-11,4,5550.00,UNESCO,Planned,Grant,"Tourism, Wildlife and Culture"
1852,34,-13.5,4,5550.00,UNESCO,Planned,Grant,"Tourism, Wildlife and Culture"
1853,35,-15.5,4,5550.00,UNESCO,Planned,Grant,"Tourism, Wildlife and Culture"
1854,34,-11,4,32050.00,UNESCO,Planned,Grant,"Tourism, Wildlife and Culture"
1855,34,-13.5,4,32050.00,UNESCO,Planned,Grant,"Tourism, Wildlife and Culture"
1856,35,-15.5,4,32050.00,UNESCO,Planned,Grant,"Tourism, Wildlife and Culture"
1857,35.013868,-15.786823,1,979201.76,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Tourism, Wildlife and Culture"
1858,34.401842,-13.719594,3,,UNDP,Ongoing,Grant,"Trade, Industry and Private Sector Development"
1859,34.939562,-15.647316,3,,UNDP,Ongoing,Grant,"Trade, Industry and Private Sector Development"
1860,34.082977,-12.804172,3,400000.00,US Agency for International Development,Ongoing,Grant,"Trade, Industry and Private Sector Development"
1861,34.700342,-15.450508,3,,UNDP,Ongoing,Grant,"Trade, Industry and Private Sector Development"
1862,35.346577,-14.392955,3,,UNDP,Ongoing,Grant,"Trade, Industry and Private Sector Development"
1863,35.418291,-15.430074,3,,UNDP,Ongoing,Grant,"Trade, Industry and Private Sector Development"
1864,33.7833333,-13.9833333,1,,UK Department for International Development (DfID),Planned,Grant,"Trade, Industry and Private Sector Development"
1865,33.68407,-14.019624,3,,UNDP,Ongoing,Grant,"Trade, Industry and Private Sector Development"
1866,35.3,-17.11667,1,,UK Department for International Development (DfID),Ongoing,Grant,"Vulnerability, Disaster and Risk Management"
1867,33.68368,-12.97654,1,,UK Department for International Development (DfID),Ongoing,Grant,"Vulnerability, Disaster and Risk Management"
1868,35.23333,-16.95,1,,UK Department for International Development (DfID),Ongoing,Grant,"Vulnerability, Disaster and Risk Management"
1869,33.67447,-12.74442,1,,UK Department for International Development (DfID),Ongoing,Grant,"Vulnerability, Disaster and Risk Management"
1870,34.40184,-13.71959,3,,UK Department for International Development (DfID),Ongoing,Grant,"Vulnerability, Disaster and Risk Management"
1871,34.56653,-13.9166,1,,UK Department for International Development (DfID),Ongoing,Grant,"Vulnerability, Disaster and Risk Management"
1872,34.48333,-15.6,1,,UK Department for International Development (DfID),Ongoing,Grant,"Vulnerability, Disaster and Risk Management"
1873,35.16667,-16.75,3,,UK Department for International Development (DfID),Ongoing,Grant,"Vulnerability, Disaster and Risk Management"
1874,35.21667,-16.33333,1,,UK Department for International Development (DfID),Ongoing,Grant,"Vulnerability, Disaster and Risk Management"
1875,34.41667,-15.76667,1,,UK Department for International Development (DfID),Ongoing,Grant,"Vulnerability, Disaster and Risk Management"
1876,35.61667,-14.75,1,,UK Department for International Development (DfID),Ongoing,Grant,"Vulnerability, Disaster and Risk Management"
1877,35.21659,-16.96535,1,,UK Department for International Development (DfID),Ongoing,Grant,"Vulnerability, Disaster and Risk Management"
1878,34.91147,-16.49428,1,,UK Department for International Development (DfID),Ongoing,Grant,"Vulnerability, Disaster and Risk Management"
1879,34.51321,-13.97246,1,,UK Department for International Development (DfID),Ongoing,Grant,"Vulnerability, Disaster and Risk Management"
1880,35.21899,-17.09576,1,,UK Department for International Development (DfID),Ongoing,Grant,"Vulnerability, Disaster and Risk Management"
1881,35.4999,-15.9344,3,,UK Department for International Development (DfID),Ongoing,Grant,"Vulnerability, Disaster and Risk Management"
1882,35.26667,-15.46667,1,,UK Department for International Development (DfID),Ongoing,Grant,"Vulnerability, Disaster and Risk Management"
1883,35.21347,-16.98043,1,,UK Department for International Development (DfID),Ongoing,Grant,"Vulnerability, Disaster and Risk Management"
1884,34.95,-16.56667,1,,UK Department for International Development (DfID),Ongoing,Grant,"Vulnerability, Disaster and Risk Management"
1885,35.23333,-16.93333,1,,UK Department for International Development (DfID),Ongoing,Grant,"Vulnerability, Disaster and Risk Management"
1886,34.57784,-13.87502,1,,UK Department for International Development (DfID),Ongoing,Grant,"Vulnerability, Disaster and Risk Management"
1887,34.77181,-15.95771,1,,UK Department for International Development (DfID),Ongoing,Grant,"Vulnerability, Disaster and Risk Management"
1888,33.88151,-10.11153,3,,UK Department for International Development (DfID),Ongoing,Grant,"Vulnerability, Disaster and Risk Management"
1889,33.84586,-12.8671,1,,UK Department for International Development (DfID),Ongoing,Grant,"Vulnerability, Disaster and Risk Management"
1890,34.50258,-15.56174,1,,UK Department for International Development (DfID),Ongoing,Grant,"Vulnerability, Disaster and Risk Management"
1891,34.56631,-14.18297,1,,UK Department for International Development (DfID),Ongoing,Grant,"Vulnerability, Disaster and Risk Management"
1892,35.1506,-16.10583,3,,UK Department for International Development (DfID),Ongoing,Grant,"Vulnerability, Disaster and Risk Management"
1893,35.23333,-17.01667,1,,UK Department for International Development (DfID),Ongoing,Grant,"Vulnerability, Disaster and Risk Management"
1894,35.66906,-14.76481,1,,UK Department for International Development (DfID),Ongoing,Grant,"Vulnerability, Disaster and Risk Management"
1895,34.75,-16.16667,3,,UK Department for International Development (DfID),Ongoing,Grant,"Vulnerability, Disaster and Risk Management"
1896,35.0591,-15.04839,3,,UK Department for International Development (DfID),Ongoing,Grant,"Vulnerability, Disaster and Risk Management"
1897,34.81959,-16.073,1,,UK Department for International Development (DfID),Ongoing,Grant,"Vulnerability, Disaster and Risk Management"
1898,33.881507,-10.111532,3,,UK Department for International Development (DfID),Ongoing,Grant,"Vulnerability, Disaster and Risk Management"
1899,33.881507,-10.111532,3,,UK Department for International Development (DfID),Ongoing,Grant,"Vulnerability, Disaster and Risk Management"
1900,33.881507,-10.111532,3,,Japan,Ongoing,Grant,"Vulnerability, Disaster and Risk Management"
1901,35.166667,-16.75,3,200281.00,UNDP,Ongoing,Grant,"Vulnerability, Disaster and Risk Management"
1902,34.75,-16.166667,3,200281.00,UNDP,Ongoing,Grant,"Vulnerability, Disaster and Risk Management"
1903,35.573667,-14.945831,3,1179757.84,Irish Aid,Ongoing,Grant,"Vulnerability, Disaster and Risk Management"
1904,33.0799839,-13.762298,3,1179757.84,Irish Aid,Ongoing,Grant,"Vulnerability, Disaster and Risk Management"
1905,34.401842,-13.719594,3,1179757.84,Irish Aid,Ongoing,Grant,"Vulnerability, Disaster and Risk Management"
1906,35.346577,-14.392955,3,1179757.84,Irish Aid,Ongoing,Grant,"Vulnerability, Disaster and Risk Management"
1907,33.425412,-9.927265,3,1179757.84,Irish Aid,Ongoing,Grant,"Vulnerability, Disaster and Risk Management"
1908,35.6666667,-15.6666667,3,1179757.84,Irish Aid,Ongoing,Grant,"Vulnerability, Disaster and Risk Management"
